Layer	Row	Module	Channel	Pedestal	Sigma
0	4	3	9	107.378	7.538
0	4	3	10	138.056	6.864
0	4	3	11	90.390	5.651
0	4	3	12	110.835	6.430
0	4	3	13	123.340	7.951
0	4	3	14	107.482	7.911
0	4	3	15	107.598	9.659
0	4	3	16	52.700	1.501
0	4	3	17	120.156	2.199
0	4	3	18	119.351	2.118
0	4	3	19	113.956	2.396
0	4	3	20	97.697	2.268
0	4	3	21	136.619	2.424
0	4	3	22	91.239	2.337
0	4	3	23	111.403	2.771
0	4	3	24	90.600	2.161
0	4	3	25	65.168	2.162
0	4	3	26	109.508	2.355
0	4	3	27	138.455	2.033
0	4	3	28	122.551	2.402
0	4	3	29	148.890	2.019
0	4	3	30	130.515	2.618
0	4	3	31	101.683	2.358
0	4	4	0	106.171	2.593
0	4	4	1	108.532	2.406
0	4	4	2	147.942	2.192
0	4	4	3	132.410	2.071
0	4	4	4	154.912	2.237
0	4	4	5	120.229	2.209
0	4	4	6	121.469	2.458
0	4	4	7	127.158	2.460
0	4	4	8	116.095	6.262
0	4	4	9	86.385	5.544
0	4	4	10	126.129	6.308
0	4	4	11	105.103	5.027
0	4	4	12	97.383	5.429
0	4	4	13	155.567	7.185
0	4	4	14	153.295	7.476
0	4	4	15	93.680	9.133
0	4	4	16	138.136	2.141
0	4	4	17	110.528	2.271
0	4	4	18	102.379	2.274
0	4	4	19	107.570	2.151
0	4	4	20	108.003	2.138
0	4	4	21	130.563	2.201
0	4	4	22	117.799	2.388
0	4	4	23	132.108	2.500
0	4	4	24	134.302	2.321
0	4	4	25	93.293	2.294
0	4	4	26	94.759	2.325
0	4	4	27	108.481	2.200
0	4	4	28	84.820	1.911
0	4	4	29	145.599	2.166
0	4	4	30	123.737	2.341
0	4	4	31	151.784	2.183
0	4	5	0	153.143	2.874
0	4	5	1	146.764	2.387
0	4	5	2	164.585	2.612
0	4	5	3	110.451	2.521
0	4	5	4	163.252	2.779
0	4	5	5	133.008	2.715
0	4	5	6	117.467	2.901
0	4	5	7	158.606	2.995
0	4	5	8	118.639	3.574
0	4	5	9	137.128	3.422
0	4	5	10	130.187	3.549
0	4	5	11	140.309	3.169
0	4	5	12	126.765	4.035
0	4	5	13	137.143	3.802
0	4	5	14	148.511	3.789
0	4	5	15	139.827	4.234
0	4	5	16	154.859	2.525
0	4	5	17	139.252	2.581
0	4	5	18	116.242	2.642
0	4	5	19	154.023	2.541
0	4	5	20	153.106	2.543
0	4	5	21	166.020	2.673
0	4	5	22	132.900	2.445
0	4	5	23	142.613	2.738
0	4	5	24	156.568	3.001
0	4	5	25	122.448	2.694
0	4	5	26	104.505	2.535
0	4	5	27	135.614	2.601
0	4	5	28	94.122	2.687
0	4	5	29	104.557	2.366
0	4	5	30	149.778	2.436
0	4	5	31	117.077	2.521
0	5	0	0	108.936	2.844
0	5	0	1	130.508	2.588
0	5	0	2	114.452	2.672
0	5	0	3	118.555	3.037
0	5	0	4	114.590	2.867
0	5	0	5	114.814	2.818
0	5	0	6	100.418	2.821
0	5	0	7	142.595	2.791
0	5	0	8	131.800	3.510
0	5	0	9	148.728	3.244
0	5	0	10	134.441	3.176
0	5	0	11	168.039	3.491
0	5	0	12	84.638	2.974
0	5	0	13	126.014	3.596
0	5	0	14	89.759	3.379
0	5	0	15	89.294	3.983
0	5	0	16	105.700	3.653
0	5	0	17	122.780	3.182
0	5	0	18	125.293	2.900
0	5	0	19	135.783	2.643
0	5	0	20	82.964	2.189
0	5	0	21	163.507	2.607
0	5	0	22	100.477	2.984
0	5	0	23	136.259	3.017
0	5	0	24	121.265	3.029
0	5	0	25	124.671	1.442
0	5	0	26	104.720	2.806
0	5	0	27	124.693	3.017
0	5	0	28	118.533	2.854
0	5	0	29	117.255	2.796
0	5	0	30	92.023	2.547
0	5	0	31	123.727	2.583
0	5	1	0	133.101	2.294
0	5	1	1	135.988	2.444
0	5	1	2	140.790	2.424
0	5	1	3	144.303	2.586
0	5	1	4	141.910	2.634
0	5	1	5	152.651	2.679
0	5	1	6	163.730	2.381
0	5	1	7	119.930	2.523
0	5	1	8	116.494	2.982
0	5	1	9	106.999	2.954
0	5	1	10	104.862	2.547
0	5	1	11	123.290	3.061
0	5	1	12	121.899	3.017
0	5	1	13	131.971	2.893
0	5	1	14	90.989	3.162
0	5	1	15	157.185	3.586
0	5	1	16	170.752	2.646
0	5	1	17	133.995	2.331
0	5	1	18	134.985	2.313
0	5	1	19	128.421	2.624
0	5	1	20	141.133	2.419
0	5	1	21	119.709	2.761
0	5	1	22	130.886	2.464
0	5	1	23	133.657	2.417
0	5	1	24	140.855	2.359
0	5	1	25	119.927	2.492
0	5	1	26	103.087	2.572
0	5	1	27	146.054	2.232
0	5	1	28	129.269	2.507
0	5	1	29	104.367	2.321
0	5	1	30	137.323	2.302
0	5	1	31	119.812	2.548
0	5	2	0	87.724	2.015
0	5	2	1	97.960	2.128
0	5	2	2	118.031	2.600
0	5	2	3	127.710	2.688
0	5	2	4	107.901	2.291
0	5	2	5	99.400	2.477
0	5	2	6	90.714	2.283
0	5	2	7	88.770	2.292
0	5	2	8	137.451	2.701
0	5	2	9	149.727	3.040
0	5	2	10	97.196	2.612
0	5	2	11	101.983	2.784
0	5	2	12	126.381	3.077
0	5	2	13	84.197	2.607
0	5	2	14	118.130	3.295
0	5	2	15	117.950	3.621
0	5	2	16	105.021	2.380
0	5	2	17	71.660	1.914
0	5	2	18	99.058	1.995
0	5	2	19	116.999	2.219
0	5	2	20	112.003	2.370
0	5	2	21	107.719	2.286
0	5	2	22	130.998	2.507
0	5	2	23	65.563	1.832
0	5	2	24	157.193	2.740
0	5	2	25	148.087	2.416
0	5	2	26	88.458	2.280
0	5	2	27	166.041	2.751
0	5	2	28	173.514	2.707
0	5	2	29	111.669	2.562
0	5	2	30	123.205	2.390
0	5	2	31	139.216	2.212
0	5	3	0	136.097	2.520
0	5	3	1	107.290	2.129
0	5	3	2	115.215	2.694
0	5	3	3	120.477	2.730
0	5	3	4	115.398	2.515
0	5	3	5	125.113	2.953
0	5	3	6	87.487	2.392
0	5	3	7	99.687	2.629
0	5	3	8	115.620	2.958
0	5	3	9	102.145	2.883
0	5	3	10	125.353	3.493
0	5	3	11	122.665	3.221
0	5	3	12	86.079	2.861
0	5	3	13	149.883	3.156
0	5	3	14	100.348	3.140
0	5	3	15	115.502	3.701
0	5	3	16	106.574	2.586
0	5	3	17	102.731	2.468
0	5	3	18	162.869	2.534
0	5	3	19	111.726	2.443
0	5	3	20	65.541	2.400
0	5	3	21	57.272	2.158
0	5	3	22	64.270	2.365
0	5	3	23	104.513	2.484
0	5	3	24	98.504	2.559
0	5	3	25	89.404	2.289
0	5	3	26	54.234	2.071
0	5	3	27	82.570	2.237
0	5	3	28	124.431	2.832
0	5	3	29	114.033	2.448
0	5	3	30	117.346	2.320
0	5	3	31	98.867	2.383
0	5	4	0	132.626	4.801
0	5	4	1	161.100	3.041
0	5	4	2	124.264	3.227
0	5	4	3	109.931	3.247
0	5	4	4	101.212	3.019
0	5	4	5	93.044	3.125
0	5	4	6	113.964	3.276
0	5	4	7	89.076	4.625
0	5	4	8	133.830	3.219
0	5	4	9	66.037	2.611
0	5	4	10	108.270	2.855
0	5	4	11	53.606	2.295
0	5	4	12	118.465	3.097
0	5	4	13	81.382	2.842
0	5	4	14	67.677	2.896
0	5	4	15	126.416	3.667
0	5	4	16	113.185	2.762
0	5	4	17	115.123	2.751
0	5	4	18	120.485	3.075
0	5	4	19	83.085	2.276
0	5	4	20	102.471	2.742
0	5	4	21	41.493	1.929
0	5	4	22	108.134	2.861
0	5	4	23	79.033	2.799
0	5	4	24	106.017	2.635
0	5	4	25	125.401	3.030
0	5	4	26	116.812	2.604
0	5	4	27	97.422	2.497
0	5	4	28	71.790	1.968
0	5	4	29	126.154	2.865
0	5	4	30	83.857	2.254
0	5	4	31	86.078	2.385
0	5	5	0	110.362	3.073
0	5	5	1	148.381	2.885
0	5	5	2	115.271	2.908
0	5	5	3	117.699	3.206
0	5	5	4	91.059	2.996
0	5	5	5	99.617	2.891
0	5	5	6	105.124	3.019
0	5	5	7	120.153	3.286
0	5	5	8	112.721	3.152
0	5	5	9	150.459	3.274
0	5	5	10	161.343	3.260
0	5	5	11	104.232	3.069
0	5	5	12	108.040	3.377
0	5	5	13	157.773	3.501
0	5	5	14	84.413	2.993
0	5	5	15	119.094	3.848
0	5	5	16	115.713	2.789
0	5	5	17	128.201	2.849
0	5	5	18	100.670	2.721
0	5	5	19	101.062	2.582
0	5	5	20	135.411	2.912
0	5	5	21	133.180	2.976
0	5	5	22	149.675	2.745
0	5	5	23	191.909	3.273
0	5	5	24	189.151	3.290
0	5	5	25	142.895	3.132
0	5	5	26	97.259	2.857
0	5	5	27	90.724	2.610
0	5	5	28	122.169	2.989
0	5	5	29	163.273	2.994
0	5	5	30	159.482	2.942
0	5	5	31	142.149	2.932
1	0	0	0	188.424	2.620
1	0	0	1	99.924	2.462
1	0	0	2	137.808	2.480
1	0	0	3	68.260	2.081
1	0	0	4	126.272	2.882
1	0	0	5	149.691	2.586
1	0	0	6	146.371	2.586
1	0	0	7	111.824	2.845
1	0	0	8	73.994	2.675
1	0	0	9	124.219	3.100
1	0	0	10	165.038	3.082
1	0	0	11	100.195	2.891
1	0	0	12	125.283	3.216
1	0	0	13	127.701	3.550
1	0	0	14	106.824	3.581
1	0	0	15	106.923	4.248
1	0	0	16	94.044	4.250
1	0	0	17	121.548	3.217
1	0	0	18	94.016	2.672
1	0	0	19	99.056	2.340
1	0	0	20	142.040	2.765
1	0	0	21	100.207	2.443
1	0	0	22	76.402	2.287
1	0	0	23	129.583	2.974
1	0	0	24	101.975	2.562
1	0	0	25	133.135	2.341
1	0	0	26	119.961	2.419
1	0	0	27	146.704	2.419
1	0	0	28	112.221	2.387
1	0	0	29	134.346	2.318
1	0	0	30	69.913	1.899
1	0	0	31	131.991	2.358
1	0	1	0	125.889	2.744
1	0	1	1	125.411	2.901
1	0	1	2	123.755	2.680
1	0	1	3	73.719	2.018
1	0	1	4	119.837	2.830
1	0	1	5	105.367	2.535
1	0	1	6	83.735	2.200
1	0	1	7	123.331	2.528
1	0	1	8	107.328	3.243
1	0	1	9	103.728	2.995
1	0	1	10	128.376	3.212
1	0	1	11	107.297	2.830
1	0	1	12	98.088	2.867
1	0	1	13	104.974	3.110
1	0	1	14	115.715	3.450
1	0	1	15	115.151	3.817
1	0	1	16	110.977	3.009
1	0	1	17	159.142	2.700
1	0	1	18	108.749	2.357
1	0	1	19	139.023	2.442
1	0	1	20	113.234	2.586
1	0	1	21	87.992	2.252
1	0	1	22	87.234	2.318
1	0	1	23	110.136	2.571
1	0	1	24	170.099	2.359
1	0	1	25	128.872	2.769
1	0	1	26	101.358	2.380
1	0	1	27	55.184	2.186
1	0	1	28	144.235	2.365
1	0	1	29	114.739	2.413
1	0	1	30	123.870	2.574
1	0	1	31	124.903	2.761
1	0	2	0	136.326	2.339
1	0	2	1	102.849	2.254
1	0	2	2	110.267	2.429
1	0	2	3	105.414	2.317
1	0	2	4	99.270	2.263
1	0	2	5	106.617	2.463
1	0	2	6	114.579	2.496
1	0	2	7	135.769	2.384
1	0	2	8	122.711	2.969
1	0	2	9	132.155	2.765
1	0	2	10	119.864	2.899
1	0	2	11	86.375	2.323
1	0	2	12	110.704	2.844
1	0	2	13	133.631	3.173
1	0	2	14	166.583	3.524
1	0	2	15	89.384	3.489
1	0	2	16	133.586	2.510
1	0	2	17	136.086	2.043
1	0	2	18	118.932	2.348
1	0	2	19	105.193	2.039
1	0	2	20	101.661	2.267
1	0	2	21	151.630	2.338
1	0	2	22	116.612	2.207
1	0	2	23	141.055	2.178
1	0	2	24	149.814	2.250
1	0	2	25	172.298	2.361
1	0	2	26	112.438	2.463
1	0	2	27	86.445	1.997
1	0	2	28	126.957	2.110
1	0	2	29	99.901	2.146
1	0	2	30	126.333	2.195
1	0	2	31	129.336	2.126
1	0	3	0	94.609	2.302
1	0	3	1	130.335	2.348
1	0	3	2	108.858	2.274
1	0	3	3	117.529	2.457
1	0	3	4	127.952	2.665
1	0	3	5	111.208	2.556
1	0	3	6	114.543	2.442
1	0	3	7	108.362	2.527
1	0	3	8	144.406	3.379
1	0	3	9	111.348	2.816
1	0	3	10	110.384	2.980
1	0	3	11	114.276	2.702
1	0	3	12	98.904	2.790
1	0	3	13	161.100	3.158
1	0	3	14	132.152	3.207
1	0	3	15	137.217	3.696
1	0	3	16	150.759	2.655
1	0	3	17	126.165	2.657
1	0	3	18	164.566	2.133
1	0	3	19	114.871	2.331
1	0	3	20	135.591	2.525
1	0	3	21	144.661	2.347
1	0	3	22	175.317	2.349
1	0	3	23	150.352	2.127
1	0	3	24	122.050	2.528
1	0	3	25	136.222	2.572
1	0	3	26	137.659	2.552
1	0	3	27	152.424	2.574
1	0	3	28	131.332	2.369
1	0	3	29	152.584	2.294
1	0	3	30	137.084	1.978
1	0	3	31	155.589	2.236
1	0	4	0	118.480	2.029
1	0	4	1	133.438	2.264
1	0	4	2	83.590	2.103
1	0	4	3	137.410	2.634
1	0	4	4	150.787	2.272
1	0	4	5	156.373	2.484
1	0	4	6	103.107	2.260
1	0	4	7	102.888	2.267
1	0	4	8	132.308	3.166
1	0	4	9	114.456	2.823
1	0	4	10	101.553	2.848
1	0	4	11	104.955	2.706
1	0	4	12	120.861	2.893
1	0	4	13	90.704	2.873
1	0	4	14	122.577	3.278
1	0	4	15	105.566	3.364
1	0	4	16	86.253	2.242
1	0	4	17	100.317	2.185
1	0	4	18	106.814	2.297
1	0	4	19	99.037	2.202
1	0	4	20	171.331	2.449
1	0	4	21	97.400	2.236
1	0	4	22	81.323	2.125
1	0	4	23	147.604	2.210
1	0	4	24	107.160	2.053
1	0	4	25	119.298	2.299
1	0	4	26	112.295	2.382
1	0	4	27	164.101	2.235
1	0	4	28	97.656	2.068
1	0	4	29	69.906	1.877
1	0	4	30	125.016	2.438
1	0	4	31	112.679	2.314
1	0	5	0	89.569	2.066
1	0	5	1	92.490	2.184
1	0	5	2	136.515	2.138
1	0	5	3	135.412	2.291
1	0	5	4	138.965	2.252
1	0	5	5	136.780	2.333
1	0	5	6	143.502	2.551
1	0	5	7	134.406	2.204
1	0	5	8	126.429	3.195
1	0	5	9	114.042	2.810
1	0	5	10	74.829	2.404
1	0	5	11	102.528	2.712
1	0	5	12	92.075	2.666
1	0	5	13	113.996	3.202
1	0	5	14	144.265	3.402
1	0	5	15	115.929	3.721
1	0	5	16	117.589	2.291
1	0	5	17	113.413	2.166
1	0	5	18	91.100	2.154
1	0	5	19	137.462	2.188
1	0	5	20	150.616	2.420
1	0	5	21	120.645	2.333
1	0	5	22	115.199	2.187
1	0	5	23	134.557	2.078
1	0	5	24	134.614	2.239
1	0	5	25	171.316	2.345
1	0	5	26	107.694	2.182
1	0	5	27	133.521	2.153
1	0	5	28	140.159	2.186
1	0	5	29	88.414	2.124
1	0	5	30	125.722	2.452
1	0	5	31	130.414	2.164
1	1	0	0	134.793	2.344
1	1	0	1	107.575	2.045
1	1	0	2	117.512	2.309
1	1	0	3	127.190	2.538
1	1	0	4	136.658	2.358
1	1	0	5	110.576	2.333
1	1	0	6	77.897	2.177
1	1	0	7	120.444	2.576
1	1	0	8	104.620	3.329
1	1	0	9	116.223	3.300
1	1	0	10	138.603	2.901
1	1	0	11	88.726	2.600
1	1	0	12	87.288	2.685
1	1	0	13	135.687	3.041
1	1	0	14	108.825	3.604
1	1	0	15	95.944	4.112
1	1	0	16	128.568	4.579
1	1	0	17	145.318	3.066
1	1	0	18	117.171	2.423
1	1	0	19	76.617	2.063
1	1	0	20	108.332	2.172
1	1	0	21	126.758	2.886
1	1	0	22	131.466	2.791
1	1	0	23	108.876	3.123
1	1	0	24	111.295	2.798
1	1	0	25	132.247	2.341
1	1	0	26	93.106	1.939
1	1	0	27	145.682	2.279
1	1	0	28	85.723	2.098
1	1	0	29	107.236	2.232
1	1	0	30	117.855	2.200
1	1	0	31	120.503	2.441
1	1	1	0	154.799	2.385
1	1	1	1	146.701	2.177
1	1	1	2	94.504	2.316
1	1	1	3	154.420	2.284
1	1	1	4	82.467	2.262
1	1	1	5	98.829	2.352
1	1	1	6	75.455	2.195
1	1	1	7	144.698	2.540
1	1	1	8	116.241	2.945
1	1	1	9	114.462	2.705
1	1	1	10	114.962	2.655
1	1	1	11	87.548	2.456
1	1	1	12	119.607	2.563
1	1	1	13	86.874	2.732
1	1	1	14	155.460	2.880
1	1	1	15	84.014	3.020
1	1	1	16	100.898	2.472
1	1	1	17	99.227	2.077
1	1	1	18	109.133	2.321
1	1	1	19	125.103	2.502
1	1	1	20	158.222	2.156
1	1	1	21	66.292	1.963
1	1	1	22	137.852	2.062
1	1	1	23	72.317	2.127
1	1	1	24	162.236	2.240
1	1	1	25	107.303	2.299
1	1	1	26	148.908	2.357
1	1	1	27	98.480	2.444
1	1	1	28	63.137	2.314
1	1	1	29	147.882	2.043
1	1	1	30	110.615	2.401
1	1	1	31	81.468	1.909
1	1	2	0	110.016	2.673
1	1	2	1	111.515	2.729
1	1	2	2	101.893	2.194
1	1	2	3	88.382	2.140
1	1	2	4	105.422	2.009
1	1	2	5	92.421	2.251
1	1	2	6	119.943	2.123
1	1	2	7	126.212	2.689
1	1	2	8	84.356	2.540
1	1	2	9	100.987	2.563
1	1	2	10	94.726	2.639
1	1	2	11	90.715	2.584
1	1	2	12	105.395	2.734
1	1	2	13	131.970	3.048
1	1	2	14	95.360	3.153
1	1	2	15	133.877	3.565
1	1	2	16	114.354	2.318
1	1	2	17	77.940	2.142
1	1	2	18	114.541	2.461
1	1	2	19	91.429	2.046
1	1	2	20	94.938	2.468
1	1	2	21	139.479	2.260
1	1	2	22	110.762	2.455
1	1	2	23	62.463	2.346
1	1	2	24	108.368	2.334
1	1	2	25	103.949	2.047
1	1	2	26	72.083	1.892
1	1	2	27	129.163	2.537
1	1	2	28	159.804	2.318
1	1	2	29	89.975	2.109
1	1	2	30	101.445	2.176
1	1	2	31	78.703	2.212
1	1	3	0	131.368	2.051
1	1	3	1	69.629	2.118
1	1	3	2	111.299	2.399
1	1	3	3	135.740	2.368
1	1	3	4	119.987	2.504
1	1	3	5	83.299	2.381
1	1	3	6	131.076	2.907
1	1	3	7	111.265	3.185
1	1	3	8	124.343	2.848
1	1	3	9	161.067	2.557
1	1	3	10	101.028	2.491
1	1	3	11	128.119	2.676
1	1	3	12	96.109	2.612
1	1	3	13	124.073	3.048
1	1	3	14	96.408	3.089
1	1	3	15	120.225	3.508
1	1	3	16	107.381	2.658
1	1	3	17	85.537	2.127
1	1	3	18	101.910	2.340
1	1	3	19	111.734	2.438
1	1	3	20	80.888	2.270
1	1	3	21	83.507	1.998
1	1	3	22	133.371	2.393
1	1	3	23	127.436	2.820
1	1	3	24	117.418	2.195
1	1	3	25	105.013	2.297
1	1	3	26	117.045	2.160
1	1	3	27	127.256	2.580
1	1	3	28	113.504	2.279
1	1	3	29	108.080	2.000
1	1	3	30	130.051	2.238
1	1	3	31	165.047	2.164
1	1	4	0	80.185	2.245
1	1	4	1	76.823	1.971
1	1	4	2	100.178	2.233
1	1	4	3	139.916	2.263
1	1	4	4	87.979	2.251
1	1	4	5	89.579	2.303
1	1	4	6	160.419	2.689
1	1	4	7	141.326	2.732
1	1	4	8	111.381	3.063
1	1	4	9	85.770	2.965
1	1	4	10	70.429	2.548
1	1	4	11	134.324	2.975
1	1	4	12	135.788	2.844
1	1	4	13	143.339	3.256
1	1	4	14	64.679	3.027
1	1	4	15	135.196	3.615
1	1	4	16	112.329	2.900
1	1	4	17	125.114	2.670
1	1	4	18	122.421	2.641
1	1	4	19	130.823	2.427
1	1	4	20	75.670	2.217
1	1	4	21	136.634	2.316
1	1	4	22	103.303	2.318
1	1	4	23	126.425	2.644
1	1	4	24	110.555	2.475
1	1	4	25	91.952	2.090
1	1	4	26	109.377	2.378
1	1	4	27	127.789	2.317
1	1	4	28	100.749	2.174
1	1	4	29	94.442	2.184
1	1	4	30	83.977	2.085
1	1	4	31	119.580	2.310
1	1	5	0	111.795	2.077
1	1	5	1	78.497	2.167
1	1	5	2	139.884	2.161
1	1	5	3	85.657	1.977
1	1	5	4	101.403	2.280
1	1	5	5	151.374	2.215
1	1	5	6	96.524	2.199
1	1	5	7	121.591	2.250
1	1	5	8	76.859	2.604
1	1	5	9	101.768	2.780
1	1	5	10	104.574	2.570
1	1	5	11	103.029	2.392
1	1	5	12	117.232	2.727
1	1	5	13	115.986	2.833
1	1	5	14	137.431	2.895
1	1	5	15	94.588	3.283
1	1	5	16	139.205	2.274
1	1	5	17	115.279	2.191
1	1	5	18	139.885	2.300
1	1	5	19	148.924	2.266
1	1	5	20	75.484	1.868
1	1	5	21	116.611	2.267
1	1	5	22	72.704	2.054
1	1	5	23	116.766	2.375
1	1	5	24	140.661	2.294
1	1	5	25	121.676	2.198
1	1	5	26	108.860	2.091
1	1	5	27	146.799	2.297
1	1	5	28	119.655	2.261
1	1	5	29	117.065	2.145
1	1	5	30	46.664	1.760
1	1	5	31	101.999	2.137
1	2	0	0	122.843	2.539
1	2	0	1	119.758	2.204
1	2	0	2	152.070	2.419
1	2	0	3	106.591	2.358
1	2	0	4	85.014	2.259
1	2	0	5	134.030	2.358
1	2	0	6	133.582	2.367
1	2	0	7	115.828	2.611
1	2	0	8	121.963	3.599
1	2	0	9	101.970	3.136
1	2	0	10	126.024	3.605
1	2	0	11	103.468	2.791
1	2	0	12	120.411	2.837
1	2	0	13	110.978	3.129
1	2	0	14	109.680	3.563
1	2	0	15	106.100	4.354
1	2	0	16	85.369	2.886
1	2	0	17	115.889	2.647
1	2	0	18	138.051	2.296
1	2	0	19	109.641	2.461
1	2	0	20	111.342	2.503
1	2	0	21	120.456	2.475
1	2	0	22	148.512	2.372
1	2	0	23	141.019	2.701
1	2	0	24	133.883	2.528
1	2	0	25	98.318	2.337
1	2	0	26	122.591	2.604
1	2	0	27	122.264	2.750
1	2	0	28	109.048	2.587
1	2	0	29	105.726	2.551
1	2	0	30	144.092	2.211
1	2	0	31	194.249	2.528
1	2	1	0	138.724	2.230
1	2	1	1	137.223	2.021
1	2	1	2	109.376	2.184
1	2	1	3	91.189	2.220
1	2	1	4	86.687	2.253
1	2	1	5	136.920	2.460
1	2	1	6	133.318	2.191
1	2	1	7	92.316	2.155
1	2	1	8	102.530	2.572
1	2	1	9	114.848	2.528
1	2	1	10	98.622	2.479
1	2	1	11	105.732	2.487
1	2	1	12	70.107	2.291
1	2	1	13	132.076	2.619
1	2	1	14	127.568	3.205
1	2	1	15	138.133	3.719
1	2	1	16	148.364	3.199
1	2	1	17	103.567	2.375
1	2	1	18	119.649	2.240
1	2	1	19	143.854	2.423
1	2	1	20	153.033	2.181
1	2	1	21	101.590	2.375
1	2	1	22	118.466	2.219
1	2	1	23	132.033	2.331
1	2	1	24	150.931	2.358
1	2	1	25	124.884	2.396
1	2	1	26	118.780	2.205
1	2	1	27	125.603	2.457
1	2	1	28	126.990	2.171
1	2	1	29	122.396	2.049
1	2	1	30	152.705	2.127
1	2	1	31	90.680	2.018
1	2	2	0	149.870	2.200
1	2	2	1	137.575	2.251
1	2	2	2	115.516	2.619
1	2	2	3	92.913	0.679
1	2	2	4	106.245	2.954
1	2	2	5	121.128	2.930
1	2	2	6	100.059	2.743
1	2	2	7	92.726	2.715
1	2	2	8	118.738	3.389
1	2	2	9	144.791	2.814
1	2	2	10	133.197	2.839
1	2	2	11	87.440	2.564
1	2	2	12	112.954	3.009
1	2	2	13	131.131	3.079
1	2	2	14	162.267	3.192
1	2	2	15	111.592	4.318
1	2	2	16	109.949	3.409
1	2	2	17	107.687	2.735
1	2	2	18	126.339	2.496
1	2	2	19	111.203	2.627
1	2	2	20	114.667	2.217
1	2	2	21	93.778	2.367
1	2	2	22	124.927	2.273
1	2	2	23	132.046	2.395
1	2	2	24	132.171	2.297
1	2	2	25	120.407	2.373
1	2	2	26	163.176	2.504
1	2	2	27	101.792	2.367
1	2	2	28	114.509	2.380
1	2	2	29	123.238	2.270
1	2	2	30	127.485	2.286
1	2	2	31	140.073	2.167
1	2	3	0	122.084	2.339
1	2	3	1	85.683	2.173
1	2	3	2	76.032	1.912
1	2	3	3	106.586	2.234
1	2	3	4	77.506	2.480
1	2	3	5	123.875	2.619
1	2	3	6	77.670	2.249
1	2	3	7	83.769	2.237
1	2	3	8	100.721	2.832
1	2	3	9	96.793	3.088
1	2	3	10	121.938	3.334
1	2	3	11	110.375	2.907
1	2	3	12	115.794	2.812
1	2	3	13	92.743	3.100
1	2	3	14	137.022	3.387
1	2	3	15	86.041	3.357
1	2	3	16	117.645	3.017
1	2	3	17	124.193	2.871
1	2	3	18	121.716	2.416
1	2	3	19	89.370	2.156
1	2	3	20	108.497	2.287
1	2	3	21	88.593	2.162
1	2	3	22	104.981	2.351
1	2	3	23	99.519	2.068
1	2	3	24	96.370	2.456
1	2	3	25	140.009	2.261
1	2	3	26	85.526	1.979
1	2	3	27	98.471	2.290
1	2	3	28	123.127	2.147
1	2	3	29	100.174	2.206
1	2	3	30	108.758	2.058
1	2	3	31	84.097	1.970
1	2	4	0	158.889	2.353
1	2	4	1	145.346	2.149
1	2	4	2	142.749	2.334
1	2	4	3	135.089	2.317
1	2	4	4	137.927	2.343
1	2	4	5	100.270	2.292
1	2	4	6	117.580	2.368
1	2	4	7	152.959	2.344
1	2	4	8	132.960	2.941
1	2	4	9	141.085	2.917
1	2	4	10	134.902	2.630
1	2	4	11	129.462	2.677
1	2	4	12	176.310	2.767
1	2	4	13	126.471	3.304
1	2	4	14	108.272	3.023
1	2	4	15	119.597	3.659
1	2	4	16	135.630	2.529
1	2	4	17	92.004	2.263
1	2	4	18	139.157	2.176
1	2	4	19	168.356	2.398
1	2	4	20	148.630	2.179
1	2	4	21	89.404	2.373
1	2	4	22	129.146	2.480
1	2	4	23	150.507	2.496
1	2	4	24	101.166	2.344
1	2	4	25	138.100	2.008
1	2	4	26	117.043	2.378
1	2	4	27	162.352	2.147
1	2	4	28	129.374	2.335
1	2	4	29	157.707	2.402
1	2	4	30	155.908	2.232
1	2	4	31	138.025	2.001
1	2	5	0	100.089	2.366
1	2	5	1	90.876	2.179
1	2	5	2	107.878	2.319
1	2	5	3	122.442	2.442
1	2	5	4	127.053	2.638
1	2	5	5	122.301	2.520
1	2	5	6	118.299	2.392
1	2	5	7	94.151	2.716
1	2	5	8	125.343	3.081
1	2	5	9	117.870	2.821
1	2	5	10	140.594	3.219
1	2	5	11	83.770	2.702
1	2	5	12	85.801	2.651
1	2	5	13	80.474	2.911
1	2	5	14	133.195	3.080
1	2	5	15	131.187	3.561
1	2	5	16	130.490	2.844
1	2	5	17	114.025	2.895
1	2	5	18	114.059	2.419
1	2	5	19	101.585	2.546
1	2	5	20	131.465	2.342
1	2	5	21	133.448	2.439
1	2	5	22	153.730	2.705
1	2	5	23	182.729	2.788
1	2	5	24	151.738	2.378
1	2	5	25	130.069	2.502
1	2	5	26	182.069	2.498
1	2	5	27	114.951	2.376
1	2	5	28	144.340	2.250
1	2	5	29	141.887	2.375
1	2	5	30	163.702	2.408
1	2	5	31	121.837	2.216
1	3	0	0	102.727	2.532
1	3	0	1	98.178	2.374
1	3	0	2	126.921	2.863
1	3	0	3	86.576	2.412
1	3	0	4	109.131	2.960
1	3	0	5	121.738	2.871
1	3	0	6	94.700	2.456
1	3	0	7	131.982	2.566
1	3	0	8	95.103	3.182
1	3	0	9	85.751	2.702
1	3	0	10	142.022	2.952
1	3	0	11	105.990	2.685
1	3	0	12	122.625	3.257
1	3	0	13	120.708	3.464
1	3	0	14	136.499	3.900
1	3	0	15	137.712	4.813
1	3	0	16	163.234	4.877
1	3	0	17	119.221	3.531
